"JAHR","WOCHE","RAUMBEZUG","MERKMAL","WERT"
2020,53,"13 Dom","Corona-Neuinfizierungen",1
2020,53,"14 Buddenturm","Corona-Neuinfizierungen",7
2020,53,"21 Pluggendorf","Corona-Neuinfizierungen",2
2020,53,"22 Josef","Corona-Neuinfizierungen",3
2020,53,"24 Hansaplatz","Corona-Neuinfizierungen",7
2020,53,"25 Mauritz-West","Corona-Neuinfizierungen",2
2020,53,"26 Schlachthof","Corona-Neuinfizierungen",4
2020,53,"27 Kreuz","Corona-Neuinfizierungen",6
2020,53,"28 Neutor","Corona-Neuinfizierungen",5
2020,53,"29 Schloss","Corona-Neuinfizierungen",14
2020,53,"31 Aaseestadt","Corona-Neuinfizierungen",3
2020,53,"32 Geist","Corona-Neuinfizierungen",5
2020,53,"33 Schützenhof","Corona-Neuinfizierungen",14
2020,53,"34 Düesberg","Corona-Neuinfizierungen",8
2020,53,"43 Hafen","Corona-Neuinfizierungen",2
2020,53,"44 Herz-Jesu","Corona-Neuinfizierungen",4
2020,53,"45 Mauritz-Mitte","Corona-Neuinfizierungen",15
2020,53,"46 Rumphorst","Corona-Neuinfizierungen",9
2020,53,"47 Uppenberg","Corona-Neuinfizierungen",6
2020,53,"51 Gievenbeck","Corona-Neuinfizierungen",17
2020,53,"52 Sentrup","Corona-Neuinfizierungen",8
2020,53,"54 Mecklenbeck","Corona-Neuinfizierungen",12
2020,53,"56 Albachten","Corona-Neuinfizierungen",4
2020,53,"57 Roxel","Corona-Neuinfizierungen",6
2020,53,"58 Nienberge","Corona-Neuinfizierungen",9
2020,53,"61 Coerde","Corona-Neuinfizierungen",17
2020,53,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",5
2020,53,"63 Kinderhaus-West","Corona-Neuinfizierungen",19
2020,53,"68 Sprakel","Corona-Neuinfizierungen",4
2020,53,"71 Mauritz-Ost","Corona-Neuinfizierungen",17
2020,53,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",2
2020,53,"77 Handorf","Corona-Neuinfizierungen",7
2020,53,"81 Gremmendorf-West","Corona-Neuinfizierungen",9
2020,53,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",3
2020,53,"86 Angelmodde","Corona-Neuinfizierungen",6
2020,53,"87 Wolbeck","Corona-Neuinfizierungen",7
2020,53,"91 Berg Fidel","Corona-Neuinfizierungen",3
2020,53,"95 Hiltrup-Ost","Corona-Neuinfizierungen",3
2020,53,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",17
2020,53,"97 Hiltrup-West","Corona-Neuinfizierungen",16
2020,53,"98 Amelsbüren","Corona-Neuinfizierungen",2
2020,53,"nicht zugewiesen","Corona-Neuinfizierungen",4
2021,01,"13 Dom","Corona-Neuinfizierungen",3
2021,01,"14 Buddenturm","Corona-Neuinfizierungen",2
2021,01,"21 Pluggendorf","Corona-Neuinfizierungen",4
2021,01,"22 Josef","Corona-Neuinfizierungen",7
2021,01,"23 Bahnhof","Corona-Neuinfizierungen",1
2021,01,"24 Hansaplatz","Corona-Neuinfizierungen",3
2021,01,"25 Mauritz-West","Corona-Neuinfizierungen",3
2021,01,"26 Schlachthof","Corona-Neuinfizierungen",4
2021,01,"27 Kreuz","Corona-Neuinfizierungen",9
2021,01,"28 Neutor","Corona-Neuinfizierungen",3
2021,01,"31 Aaseestadt","Corona-Neuinfizierungen",3
2021,01,"32 Geist","Corona-Neuinfizierungen",10
2021,01,"33 Schützenhof","Corona-Neuinfizierungen",7
2021,01,"34 Düesberg","Corona-Neuinfizierungen",5
2021,01,"44 Herz-Jesu","Corona-Neuinfizierungen",5
2021,01,"45 Mauritz-Mitte","Corona-Neuinfizierungen",8
2021,01,"46 Rumphorst","Corona-Neuinfizierungen",5
2021,01,"47 Uppenberg","Corona-Neuinfizierungen",8
2021,01,"51 Gievenbeck","Corona-Neuinfizierungen",8
2021,01,"52 Sentrup","Corona-Neuinfizierungen",7
2021,01,"54 Mecklenbeck","Corona-Neuinfizierungen",8
2021,01,"56 Albachten","Corona-Neuinfizierungen",1
2021,01,"57 Roxel","Corona-Neuinfizierungen",12
2021,01,"58 Nienberge","Corona-Neuinfizierungen",5
2021,01,"61 Coerde","Corona-Neuinfizierungen",16
2021,01,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",3
2021,01,"63 Kinderhaus-West","Corona-Neuinfizierungen",15
2021,01,"68 Sprakel","Corona-Neuinfizierungen",4
2021,01,"71 Mauritz-Ost","Corona-Neuinfizierungen",8
2021,01,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",1
2021,01,"77 Handorf","Corona-Neuinfizierungen",6
2021,01,"81 Gremmendorf-West","Corona-Neuinfizierungen",4
2021,01,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",3
2021,01,"86 Angelmodde","Corona-Neuinfizierungen",10
2021,01,"87 Wolbeck","Corona-Neuinfizierungen",9
2021,01,"91 Berg Fidel","Corona-Neuinfizierungen",18
2021,01,"95 Hiltrup-Ost","Corona-Neuinfizierungen",9
2021,01,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",19
2021,01,"97 Hiltrup-West","Corona-Neuinfizierungen",5
2021,01,"98 Amelsbüren","Corona-Neuinfizierungen",1
2021,01,"nicht zugewiesen","Corona-Neuinfizierungen",7
2021,02,"14 Buddenturm","Corona-Neuinfizierungen",1
2021,02,"21 Pluggendorf","Corona-Neuinfizierungen",2
2021,02,"22 Josef","Corona-Neuinfizierungen",6
2021,02,"23 Bahnhof","Corona-Neuinfizierungen",2
2021,02,"24 Hansaplatz","Corona-Neuinfizierungen",4
2021,02,"25 Mauritz-West","Corona-Neuinfizierungen",5
2021,02,"27 Kreuz","Corona-Neuinfizierungen",6
2021,02,"28 Neutor","Corona-Neuinfizierungen",6
2021,02,"32 Geist","Corona-Neuinfizierungen",6
2021,02,"33 Schützenhof","Corona-Neuinfizierungen",1
2021,02,"34 Düesberg","Corona-Neuinfizierungen",1
2021,02,"44 Herz-Jesu","Corona-Neuinfizierungen",4
2021,02,"45 Mauritz-Mitte","Corona-Neuinfizierungen",5
2021,02,"46 Rumphorst","Corona-Neuinfizierungen",2
2021,02,"47 Uppenberg","Corona-Neuinfizierungen",8
2021,02,"51 Gievenbeck","Corona-Neuinfizierungen",28
2021,02,"52 Sentrup","Corona-Neuinfizierungen",7
2021,02,"56 Albachten","Corona-Neuinfizierungen",2
2021,02,"57 Roxel","Corona-Neuinfizierungen",2
2021,02,"58 Nienberge","Corona-Neuinfizierungen",10
2021,02,"61 Coerde","Corona-Neuinfizierungen",10
2021,02,"63 Kinderhaus-West","Corona-Neuinfizierungen",9
2021,02,"68 Sprakel","Corona-Neuinfizierungen",1
2021,02,"77 Handorf","Corona-Neuinfizierungen",7
2021,02,"81 Gremmendorf-West","Corona-Neuinfizierungen",4
2021,02,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",5
2021,02,"86 Angelmodde","Corona-Neuinfizierungen",3
2021,02,"87 Wolbeck","Corona-Neuinfizierungen",5
2021,02,"91 Berg Fidel","Corona-Neuinfizierungen",4
2021,02,"95 Hiltrup-Ost","Corona-Neuinfizierungen",2
2021,02,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",14
2021,02,"97 Hiltrup-West","Corona-Neuinfizierungen",5
2021,02,"98 Amelsbüren","Corona-Neuinfizierungen",4
2021,02,"nicht zugewiesen","Corona-Neuinfizierungen",2
2021,03,"11 Aegidii","Corona-Neuinfizierungen",4
2021,03,"12 Überwasser","Corona-Neuinfizierungen",1
2021,03,"13 Dom","Corona-Neuinfizierungen",3
2021,03,"21 Pluggendorf","Corona-Neuinfizierungen",2
2021,03,"22 Josef","Corona-Neuinfizierungen",6
2021,03,"23 Bahnhof","Corona-Neuinfizierungen",1
2021,03,"24 Hansaplatz","Corona-Neuinfizierungen",1
2021,03,"25 Mauritz-West","Corona-Neuinfizierungen",2
2021,03,"26 Schlachthof","Corona-Neuinfizierungen",4
2021,03,"27 Kreuz","Corona-Neuinfizierungen",4
2021,03,"28 Neutor","Corona-Neuinfizierungen",4
2021,03,"29 Schloss","Corona-Neuinfizierungen",1
2021,03,"32 Geist","Corona-Neuinfizierungen",9
2021,03,"33 Schützenhof","Corona-Neuinfizierungen",2
2021,03,"34 Düesberg","Corona-Neuinfizierungen",1
2021,03,"44 Herz-Jesu","Corona-Neuinfizierungen",2
2021,03,"45 Mauritz-Mitte","Corona-Neuinfizierungen",3
2021,03,"46 Rumphorst","Corona-Neuinfizierungen",2
2021,03,"47 Uppenberg","Corona-Neuinfizierungen",3
2021,03,"51 Gievenbeck","Corona-Neuinfizierungen",9
2021,03,"54 Mecklenbeck","Corona-Neuinfizierungen",2
2021,03,"56 Albachten","Corona-Neuinfizierungen",2
2021,03,"57 Roxel","Corona-Neuinfizierungen",5
2021,03,"58 Nienberge","Corona-Neuinfizierungen",7
2021,03,"61 Coerde","Corona-Neuinfizierungen",1
2021,03,"63 Kinderhaus-West","Corona-Neuinfizierungen",10
2021,03,"71 Mauritz-Ost","Corona-Neuinfizierungen",5
2021,03,"77 Handorf","Corona-Neuinfizierungen",3
2021,03,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",4
2021,03,"86 Angelmodde","Corona-Neuinfizierungen",5
2021,03,"87 Wolbeck","Corona-Neuinfizierungen",2
2021,03,"91 Berg Fidel","Corona-Neuinfizierungen",5
2021,03,"95 Hiltrup-Ost","Corona-Neuinfizierungen",4
2021,03,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",5
2021,03,"97 Hiltrup-West","Corona-Neuinfizierungen",3
2021,03,"98 Amelsbüren","Corona-Neuinfizierungen",6
2021,03,"nicht zugewiesen","Corona-Neuinfizierungen",1
2021,04,"13 Dom","Corona-Neuinfizierungen",3
2021,04,"15 Martini","Corona-Neuinfizierungen",1
2021,04,"22 Josef","Corona-Neuinfizierungen",4
2021,04,"23 Bahnhof","Corona-Neuinfizierungen",3
2021,04,"24 Hansaplatz","Corona-Neuinfizierungen",6
2021,04,"25 Mauritz-West","Corona-Neuinfizierungen",2
2021,04,"26 Schlachthof","Corona-Neuinfizierungen",1
2021,04,"27 Kreuz","Corona-Neuinfizierungen",3
2021,04,"28 Neutor","Corona-Neuinfizierungen",4
2021,04,"31 Aaseestadt","Corona-Neuinfizierungen",3
2021,04,"32 Geist","Corona-Neuinfizierungen",3
2021,04,"33 Schützenhof","Corona-Neuinfizierungen",2
2021,04,"34 Düesberg","Corona-Neuinfizierungen",1
2021,04,"44 Herz-Jesu","Corona-Neuinfizierungen",2
2021,04,"45 Mauritz-Mitte","Corona-Neuinfizierungen",5
2021,04,"46 Rumphorst","Corona-Neuinfizierungen",4
2021,04,"51 Gievenbeck","Corona-Neuinfizierungen",3
2021,04,"52 Sentrup","Corona-Neuinfizierungen",1
2021,04,"54 Mecklenbeck","Corona-Neuinfizierungen",2
2021,04,"56 Albachten","Corona-Neuinfizierungen",2
2021,04,"57 Roxel","Corona-Neuinfizierungen",4
2021,04,"58 Nienberge","Corona-Neuinfizierungen",9
2021,04,"61 Coerde","Corona-Neuinfizierungen",2
2021,04,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",4
2021,04,"63 Kinderhaus-West","Corona-Neuinfizierungen",8
2021,04,"71 Mauritz-Ost","Corona-Neuinfizierungen",5
2021,04,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",2
2021,04,"77 Handorf","Corona-Neuinfizierungen",3
2021,04,"81 Gremmendorf-West","Corona-Neuinfizierungen",1
2021,04,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",2
2021,04,"86 Angelmodde","Corona-Neuinfizierungen",2
2021,04,"91 Berg Fidel","Corona-Neuinfizierungen",1
2021,04,"95 Hiltrup-Ost","Corona-Neuinfizierungen",7
2021,04,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",1
2021,04,"97 Hiltrup-West","Corona-Neuinfizierungen",2
2021,04,"98 Amelsbüren","Corona-Neuinfizierungen",2
2021,04,"nicht zugewiesen","Corona-Neuinfizierungen",1
2021,05,"11 Aegidii","Corona-Neuinfizierungen",1
2021,05,"14 Buddenturm","Corona-Neuinfizierungen",1
2021,05,"15 Martini","Corona-Neuinfizierungen",1
2021,05,"21 Pluggendorf","Corona-Neuinfizierungen",1
2021,05,"22 Josef","Corona-Neuinfizierungen",2
2021,05,"24 Hansaplatz","Corona-Neuinfizierungen",1
2021,05,"26 Schlachthof","Corona-Neuinfizierungen",1
2021,05,"27 Kreuz","Corona-Neuinfizierungen",4
2021,05,"28 Neutor","Corona-Neuinfizierungen",4
2021,05,"31 Aaseestadt","Corona-Neuinfizierungen",1
2021,05,"32 Geist","Corona-Neuinfizierungen",2
2021,05,"33 Schützenhof","Corona-Neuinfizierungen",4
2021,05,"34 Düesberg","Corona-Neuinfizierungen",2
2021,05,"44 Herz-Jesu","Corona-Neuinfizierungen",2
2021,05,"45 Mauritz-Mitte","Corona-Neuinfizierungen",5
2021,05,"46 Rumphorst","Corona-Neuinfizierungen",4
2021,05,"47 Uppenberg","Corona-Neuinfizierungen",2
2021,05,"51 Gievenbeck","Corona-Neuinfizierungen",7
2021,05,"52 Sentrup","Corona-Neuinfizierungen",2
2021,05,"54 Mecklenbeck","Corona-Neuinfizierungen",6
2021,05,"57 Roxel","Corona-Neuinfizierungen",5
2021,05,"58 Nienberge","Corona-Neuinfizierungen",6
2021,05,"61 Coerde","Corona-Neuinfizierungen",5
2021,05,"63 Kinderhaus-West","Corona-Neuinfizierungen",1
2021,05,"71 Mauritz-Ost","Corona-Neuinfizierungen",6
2021,05,"77 Handorf","Corona-Neuinfizierungen",1
2021,05,"86 Angelmodde","Corona-Neuinfizierungen",6
2021,05,"87 Wolbeck","Corona-Neuinfizierungen",1
2021,05,"91 Berg Fidel","Corona-Neuinfizierungen",1
2021,05,"97 Hiltrup-West","Corona-Neuinfizierungen",2
2021,05,"98 Amelsbüren","Corona-Neuinfizierungen",2
2021,06,"11 Aegidii","Corona-Neuinfizierungen",1
2021,06,"12 Überwasser","Corona-Neuinfizierungen",1
2021,06,"21 Pluggendorf","Corona-Neuinfizierungen",1
2021,06,"23 Bahnhof","Corona-Neuinfizierungen",2
2021,06,"26 Schlachthof","Corona-Neuinfizierungen",2
2021,06,"27 Kreuz","Corona-Neuinfizierungen",1
2021,06,"31 Aaseestadt","Corona-Neuinfizierungen",1
2021,06,"32 Geist","Corona-Neuinfizierungen",3
2021,06,"33 Schützenhof","Corona-Neuinfizierungen",6
2021,06,"34 Düesberg","Corona-Neuinfizierungen",1
2021,06,"44 Herz-Jesu","Corona-Neuinfizierungen",3
2021,06,"45 Mauritz-Mitte","Corona-Neuinfizierungen",3
2021,06,"46 Rumphorst","Corona-Neuinfizierungen",2
2021,06,"47 Uppenberg","Corona-Neuinfizierungen",4
2021,06,"51 Gievenbeck","Corona-Neuinfizierungen",3
2021,06,"52 Sentrup","Corona-Neuinfizierungen",1
2021,06,"54 Mecklenbeck","Corona-Neuinfizierungen",4
2021,06,"61 Coerde","Corona-Neuinfizierungen",3
2021,06,"63 Kinderhaus-West","Corona-Neuinfizierungen",2
2021,06,"71 Mauritz-Ost","Corona-Neuinfizierungen",3
2021,06,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",1
2021,06,"86 Angelmodde","Corona-Neuinfizierungen",1
2021,06,"87 Wolbeck","Corona-Neuinfizierungen",1
2021,06,"95 Hiltrup-Ost","Corona-Neuinfizierungen",1
2021,06,"97 Hiltrup-West","Corona-Neuinfizierungen",1
2021,06,"98 Amelsbüren","Corona-Neuinfizierungen",1
2021,07,"11 Aegidii","Corona-Neuinfizierungen",1
2021,07,"12 Überwasser","Corona-Neuinfizierungen",1
2021,07,"13 Dom","Corona-Neuinfizierungen",1
2021,07,"15 Martini","Corona-Neuinfizierungen",1
2021,07,"22 Josef","Corona-Neuinfizierungen",1
2021,07,"25 Mauritz-West","Corona-Neuinfizierungen",1
2021,07,"26 Schlachthof","Corona-Neuinfizierungen",2
2021,07,"27 Kreuz","Corona-Neuinfizierungen",1
2021,07,"32 Geist","Corona-Neuinfizierungen",2
2021,07,"33 Schützenhof","Corona-Neuinfizierungen",6
2021,07,"34 Düesberg","Corona-Neuinfizierungen",1
2021,07,"43 Hafen","Corona-Neuinfizierungen",2
2021,07,"46 Rumphorst","Corona-Neuinfizierungen",1
2021,07,"51 Gievenbeck","Corona-Neuinfizierungen",3
2021,07,"57 Roxel","Corona-Neuinfizierungen",9
2021,07,"58 Nienberge","Corona-Neuinfizierungen",7
2021,07,"61 Coerde","Corona-Neuinfizierungen",10
2021,07,"63 Kinderhaus-West","Corona-Neuinfizierungen",2
2021,07,"68 Sprakel","Corona-Neuinfizierungen",1
2021,07,"71 Mauritz-Ost","Corona-Neuinfizierungen",4
2021,07,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",1
2021,07,"77 Handorf","Corona-Neuinfizierungen",4
2021,07,"81 Gremmendorf-West","Corona-Neuinfizierungen",2
2021,07,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",1
2021,07,"86 Angelmodde","Corona-Neuinfizierungen",1
2021,07,"87 Wolbeck","Corona-Neuinfizierungen",7
2021,07,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",4
2021,07,"97 Hiltrup-West","Corona-Neuinfizierungen",2
2021,07,"98 Amelsbüren","Corona-Neuinfizierungen",3
2021,08,"12 Überwasser","Corona-Neuinfizierungen",1
2021,08,"21 Pluggendorf","Corona-Neuinfizierungen",1
2021,08,"23 Bahnhof","Corona-Neuinfizierungen",1
2021,08,"24 Hansaplatz","Corona-Neuinfizierungen",1
2021,08,"25 Mauritz-West","Corona-Neuinfizierungen",1
2021,08,"26 Schlachthof","Corona-Neuinfizierungen",1
2021,08,"27 Kreuz","Corona-Neuinfizierungen",3
2021,08,"28 Neutor","Corona-Neuinfizierungen",2
2021,08,"29 Schloss","Corona-Neuinfizierungen",1
2021,08,"31 Aaseestadt","Corona-Neuinfizierungen",1
2021,08,"32 Geist","Corona-Neuinfizierungen",3
2021,08,"43 Hafen","Corona-Neuinfizierungen",1
2021,08,"44 Herz-Jesu","Corona-Neuinfizierungen",4
2021,08,"45 Mauritz-Mitte","Corona-Neuinfizierungen",2
2021,08,"46 Rumphorst","Corona-Neuinfizierungen",3
2021,08,"51 Gievenbeck","Corona-Neuinfizierungen",2
2021,08,"52 Sentrup","Corona-Neuinfizierungen",2
2021,08,"54 Mecklenbeck","Corona-Neuinfizierungen",2
2021,08,"57 Roxel","Corona-Neuinfizierungen",1
2021,08,"58 Nienberge","Corona-Neuinfizierungen",5
2021,08,"61 Coerde","Corona-Neuinfizierungen",19
2021,08,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",5
2021,08,"63 Kinderhaus-West","Corona-Neuinfizierungen",2
2021,08,"71 Mauritz-Ost","Corona-Neuinfizierungen",1
2021,08,"77 Handorf","Corona-Neuinfizierungen",1
2021,08,"81 Gremmendorf-West","Corona-Neuinfizierungen",5
2021,08,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",7
2021,08,"86 Angelmodde","Corona-Neuinfizierungen",2
2021,08,"87 Wolbeck","Corona-Neuinfizierungen",3
2021,08,"91 Berg Fidel","Corona-Neuinfizierungen",5
2021,08,"95 Hiltrup-Ost","Corona-Neuinfizierungen",1
2021,08,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",8
2021,08,"97 Hiltrup-West","Corona-Neuinfizierungen",4
2021,08,"98 Amelsbüren","Corona-Neuinfizierungen",4
2021,09,"12 Überwasser","Corona-Neuinfizierungen",1
2021,09,"21 Pluggendorf","Corona-Neuinfizierungen",3
2021,09,"22 Josef","Corona-Neuinfizierungen",2
2021,09,"23 Bahnhof","Corona-Neuinfizierungen",1
2021,09,"25 Mauritz-West","Corona-Neuinfizierungen",1
2021,09,"26 Schlachthof","Corona-Neuinfizierungen",2
2021,09,"27 Kreuz","Corona-Neuinfizierungen",6
2021,09,"28 Neutor","Corona-Neuinfizierungen",2
2021,09,"29 Schloss","Corona-Neuinfizierungen",1
2021,09,"31 Aaseestadt","Corona-Neuinfizierungen",9
2021,09,"32 Geist","Corona-Neuinfizierungen",5
2021,09,"33 Schützenhof","Corona-Neuinfizierungen",2
2021,09,"34 Düesberg","Corona-Neuinfizierungen",2
2021,09,"44 Herz-Jesu","Corona-Neuinfizierungen",1
2021,09,"45 Mauritz-Mitte","Corona-Neuinfizierungen",9
2021,09,"46 Rumphorst","Corona-Neuinfizierungen",2
2021,09,"47 Uppenberg","Corona-Neuinfizierungen",6
2021,09,"51 Gievenbeck","Corona-Neuinfizierungen",3
2021,09,"52 Sentrup","Corona-Neuinfizierungen",1
2021,09,"54 Mecklenbeck","Corona-Neuinfizierungen",2
2021,09,"56 Albachten","Corona-Neuinfizierungen",1
2021,09,"61 Coerde","Corona-Neuinfizierungen",33
2021,09,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",4
2021,09,"63 Kinderhaus-West","Corona-Neuinfizierungen",8
2021,09,"71 Mauritz-Ost","Corona-Neuinfizierungen",10
2021,09,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",1
2021,09,"77 Handorf","Corona-Neuinfizierungen",6
2021,09,"81 Gremmendorf-West","Corona-Neuinfizierungen",1
2021,09,"87 Wolbeck","Corona-Neuinfizierungen",4
2021,09,"91 Berg Fidel","Corona-Neuinfizierungen",2
2021,09,"95 Hiltrup-Ost","Corona-Neuinfizierungen",1
2021,09,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",2
2021,09,"97 Hiltrup-West","Corona-Neuinfizierungen",7
2021,09,"98 Amelsbüren","Corona-Neuinfizierungen",1
2021,10,"21 Pluggendorf","Corona-Neuinfizierungen",1
2021,10,"22 Josef","Corona-Neuinfizierungen",1
2021,10,"27 Kreuz","Corona-Neuinfizierungen",5
2021,10,"28 Neutor","Corona-Neuinfizierungen",7
2021,10,"29 Schloss","Corona-Neuinfizierungen",2
2021,10,"32 Geist","Corona-Neuinfizierungen",8
2021,10,"34 Düesberg","Corona-Neuinfizierungen",2
2021,10,"44 Herz-Jesu","Corona-Neuinfizierungen",1
2021,10,"45 Mauritz-Mitte","Corona-Neuinfizierungen",3
2021,10,"47 Uppenberg","Corona-Neuinfizierungen",7
2021,10,"51 Gievenbeck","Corona-Neuinfizierungen",2
2021,10,"52 Sentrup","Corona-Neuinfizierungen",1
2021,10,"54 Mecklenbeck","Corona-Neuinfizierungen",11
2021,10,"56 Albachten","Corona-Neuinfizierungen",3
2021,10,"57 Roxel","Corona-Neuinfizierungen",1
2021,10,"58 Nienberge","Corona-Neuinfizierungen",3
2021,10,"61 Coerde","Corona-Neuinfizierungen",25
2021,10,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",10
2021,10,"63 Kinderhaus-West","Corona-Neuinfizierungen",7
2021,10,"68 Sprakel","Corona-Neuinfizierungen",1
2021,10,"71 Mauritz-Ost","Corona-Neuinfizierungen",10
2021,10,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",1
2021,10,"77 Handorf","Corona-Neuinfizierungen",3
2021,10,"86 Angelmodde","Corona-Neuinfizierungen",2
2021,10,"87 Wolbeck","Corona-Neuinfizierungen",9
2021,10,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",9
2021,10,"97 Hiltrup-West","Corona-Neuinfizierungen",11
2021,10,"98 Amelsbüren","Corona-Neuinfizierungen",4
2021,11,"11 Aegidii","Corona-Neuinfizierungen",2
2021,11,"12 Überwasser","Corona-Neuinfizierungen",2
2021,11,"13 Dom","Corona-Neuinfizierungen",1
2021,11,"14 Buddenturm","Corona-Neuinfizierungen",2
2021,11,"21 Pluggendorf","Corona-Neuinfizierungen",1
2021,11,"23 Bahnhof","Corona-Neuinfizierungen",1
2021,11,"24 Hansaplatz","Corona-Neuinfizierungen",2
2021,11,"25 Mauritz-West","Corona-Neuinfizierungen",3
2021,11,"26 Schlachthof","Corona-Neuinfizierungen",2
2021,11,"27 Kreuz","Corona-Neuinfizierungen",7
2021,11,"28 Neutor","Corona-Neuinfizierungen",5
2021,11,"29 Schloss","Corona-Neuinfizierungen",1
2021,11,"31 Aaseestadt","Corona-Neuinfizierungen",3
2021,11,"32 Geist","Corona-Neuinfizierungen",2
2021,11,"33 Schützenhof","Corona-Neuinfizierungen",3
2021,11,"34 Düesberg","Corona-Neuinfizierungen",15
2021,11,"44 Herz-Jesu","Corona-Neuinfizierungen",1
2021,11,"45 Mauritz-Mitte","Corona-Neuinfizierungen",5
2021,11,"46 Rumphorst","Corona-Neuinfizierungen",2
2021,11,"47 Uppenberg","Corona-Neuinfizierungen",7
2021,11,"51 Gievenbeck","Corona-Neuinfizierungen",6
2021,11,"52 Sentrup","Corona-Neuinfizierungen",6
2021,11,"54 Mecklenbeck","Corona-Neuinfizierungen",26
2021,11,"56 Albachten","Corona-Neuinfizierungen",18
2021,11,"57 Roxel","Corona-Neuinfizierungen",6
2021,11,"58 Nienberge","Corona-Neuinfizierungen",2
2021,11,"61 Coerde","Corona-Neuinfizierungen",54
2021,11,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",3
2021,11,"63 Kinderhaus-West","Corona-Neuinfizierungen",6
2021,11,"68 Sprakel","Corona-Neuinfizierungen",1
2021,11,"71 Mauritz-Ost","Corona-Neuinfizierungen",15
2021,11,"76 Gelmer-Dyckburg","Corona-Neuinfizierungen",1
2021,11,"77 Handorf","Corona-Neuinfizierungen",2
2021,11,"81 Gremmendorf-West","Corona-Neuinfizierungen",3
2021,11,"82 Gremmendorf-Ost","Corona-Neuinfizierungen",5
2021,11,"86 Angelmodde","Corona-Neuinfizierungen",13
2021,11,"87 Wolbeck","Corona-Neuinfizierungen",7
2021,11,"91 Berg Fidel","Corona-Neuinfizierungen",3
2021,11,"95 Hiltrup-Ost","Corona-Neuinfizierungen",5
2021,11,"96 Hiltrup-Mitte","Corona-Neuinfizierungen",2
2021,11,"97 Hiltrup-West","Corona-Neuinfizierungen",7
2021,11,"98 Amelsbüren","Corona-Neuinfizierungen",10
2021,11,"nicht zugewiesen","Corona-Neuinfizierungen",1
2021,12,"12 Überwasser","Corona-Neuinfizierungen",1
2021,12,"13 Dom","Corona-Neuinfizierungen",1
2021,12,"14 Buddenturm","Corona-Neuinfizierungen",1
2021,12,"21 Pluggendorf","Corona-Neuinfizierungen",2
2021,12,"22 Josef","Corona-Neuinfizierungen",2
2021,12,"23 Bahnhof","Corona-Neuinfizierungen",3
2021,12,"24 Hansaplatz","Corona-Neuinfizierungen",1
2021,12,"25 Mauritz-West","Corona-Neuinfizierungen",2
2021,12,"26 Schlachthof","Corona-Neuinfizierungen",3
2021,12,"27 Kreuz","Corona-Neuinfizierungen",9
2021,12,"28 Neutor","Corona-Neuinfizierungen",4
2021,12,"31 Aaseestadt","Corona-Neuinfizierungen",3
2021,12,"32 Geist","Corona-Neuinfizierungen",6
2021,12,"33 Schützenhof","Corona-Neuinfizierungen",4
2021,12,"34 Düesberg","Corona-Neuinfizierungen",4
2021,12,"44 Herz-Jesu","Corona-Neuinfizierungen",4
2021,12,"45 Mauritz-Mitte","Corona-Neuinfizierungen",4
2021,12,"46 Rumphorst","Corona-Neuinfizierungen",5
2021,12,"47 Uppenberg","Corona-Neuinfizierungen",13
2021,12,"51 Gievenbeck","Corona-Neuinfizierungen",19
2021,12,"52 Sentrup","Corona-Neuinfizierungen",2
2021,12,"54 Mecklenbeck","Corona-Neuinfizierungen",2
2021,12,"56 Albachten","Corona-Neuinfizierungen",8
2021,12,"57 Roxel","Corona-Neuinfizierungen",4
2021,12,"61 Coerde","Corona-Neuinfizierungen",56
2021,12,"62 Kinderhaus-Ost","Corona-Neuinfizierungen",7
2021,12,"63 Kinderhaus-West","Corona-Neuinfizierungen",15
