"JAHR","WOCHE","RAUMBEZUG","MERKMAL","WERT"
2021,20,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",18
2021,20,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",27
2021,20,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",2
2021,21,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",3
2021,21,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",1
2021,21,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",26
2021,21,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",19
2021,21,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",2
2021,22,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",7
2021,22,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",3
2021,22,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",11
2021,23,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",4
2021,23,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",4
2021,23,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",9
2021,23,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",4
2021,23,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",1
2021,24,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",1
2021,24,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",4
2021,24,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",4
2021,25,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",6
2021,25,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",2
2021,26,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",4
2021,26,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",7
2021,26,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",3
2021,26,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",3
2021,27,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",2
2021,27,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",1
2021,27,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",20
2021,27,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",16
2021,27,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",1
2021,28,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",1
2021,28,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",1
2021,28,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",32
2021,28,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",12
2021,28,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",1
2021,29,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",4
2021,29,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",5
2021,29,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",21
2021,29,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",19
2021,29,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",2
2021,30,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",2
2021,30,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",12
2021,30,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",22
2021,30,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",29
2021,31,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",15
2021,31,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",5
2021,31,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",25
2021,31,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",36
2021,31,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",4
2021,32,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",21
2021,32,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",10
2021,32,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",36
2021,32,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",62
2021,32,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",3
2021,33,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",45
2021,33,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",39
2021,33,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",43
2021,33,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",75
2021,33,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",8
2021,34,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",49
2021,34,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",26
2021,34,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",66
2021,34,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",85
2021,34,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",8
2021,35,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",37
2021,35,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",29
2021,35,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",54
2021,35,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",68
2021,35,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",8
2021,36,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",36
2021,36,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",22
2021,36,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",92
2021,36,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",60
2021,36,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",8
2021,37,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",54
2021,37,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",20
2021,37,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",27
2021,37,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",65
2021,37,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",9
2021,38,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",20
2021,38,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",15
2021,38,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",35
2021,38,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",68
2021,38,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",17
2021,39,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",14
2021,39,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",13
2021,39,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",12
2021,39,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",35
2021,39,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",5
2021,40,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",22
2021,40,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",7
2021,40,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",27
2021,40,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",37
2021,40,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",15
2021,41,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",13
2021,41,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",6
2021,41,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",30
2021,41,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",40
2021,41,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",19
2021,42,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",21
2021,42,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",9
2021,42,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",67
2021,42,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",71
2021,42,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",22
2021,43,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",46
2021,43,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",29
2021,43,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",62
2021,43,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",128
2021,43,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",19
2021,44,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",70
2021,44,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",27
2021,44,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",59
2021,44,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",149
2021,44,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",14
2021,45,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",80
2021,45,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",25
2021,45,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",98
2021,45,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",208
2021,45,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",33
2021,46,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",69
2021,46,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",38
2021,46,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",140
2021,46,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",217
2021,46,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",26
2021,47,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",96
2021,47,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",36
2021,47,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",146
2021,47,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",278
2021,47,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",29
2021,48,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",78
2021,48,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",35
2021,48,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",148
2021,48,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",220
2021,48,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",30
2021,49,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",91
2021,49,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",35
2021,49,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",133
2021,49,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",201
2021,49,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",22
2021,50,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",54
2021,50,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",21
2021,50,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",105
2021,50,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",179
2021,50,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",33
2021,51,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",64
2021,51,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",16
2021,51,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",196
2021,51,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",190
2021,51,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",26
2021,52,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",112
2021,52,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",49
2021,52,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",429
2021,52,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",376
2021,52,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",51
2022,01,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",114
2022,01,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",83
2022,01,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",622
2022,01,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",624
2022,01,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",57
2022,02,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",261
2022,02,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",153
2022,02,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",586
2022,02,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",711
2022,02,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",71
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",350
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",167
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",624
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",788
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",98
2022,03,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe Alter unbekannt",1
2022,04,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",819
2022,04,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",343
2022,04,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",913
2022,04,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1689
2022,04,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",176
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",644
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",338
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",829
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1594
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",181
2022,05,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe Alter unbekannt",1
2022,06,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",853
2022,06,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",478
2022,06,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",1124
2022,06,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1951
2022,06,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",205
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",649
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",301
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",1012
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1631
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",210
2022,07,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe Alter unbekannt",1
2022,08,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",614
2022,08,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",251
2022,08,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",1140
2022,08,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1600
2022,08,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",224
2022,09,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 0-11",440
2022,09,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 12-17",198
2022,09,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 18-29",1327
2022,09,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 30-64",1546
2022,09,"Münster gesamt","gemeldete Corona-Neunfizierungen in der Altersjahrgruppe 65 und mehr",224
