ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,UIDENTSTLAE
05,5,58,008,2019,01,20,5,2,9,1,2,0,1,0,0,0,0,387964.117132395510000,5760327.405913282200000,7.368616252000038,51.982309990000033,0,
05,5,58,016,2019,01,06,5,3,9,1,2,0,1,0,0,0,0,379441.114230849780000,5749093.497601401100000,7.248507133000032,51.879568509000080,1,
05,5,54,008,2019,01,11,5,3,8,1,0,0,1,0,0,0,0,332469.693898472930000,5742641.252281056700000,6.569796826000072,51.809477241000081,1,
05,5,15,000,2019,01,20,5,3,4,2,2,1,1,0,0,0,0,407031.446276433770000,5757918.803299745500000,7.646820702000071,51.964178413000070,1,
05,5,62,028,2019,01,20,5,3,6,6,2,0,1,1,0,0,0,378030.225704803130000,5721450.512414585800000,7.237719272000049,51.630832675000079,1,
05,5,62,024,2019,01,09,5,2,5,3,0,1,1,0,0,0,0,367374.548092281450000,5724844.871555829400000,7.082563010000058,51.658925108000062,1,
05,5,62,014,2019,01,09,5,3,5,2,0,0,1,0,0,0,0,361335.841000000010000,5714924.957000004100000,6.999238958000035,51.568326880000029,1,
05,5,62,020,2019,01,13,5,3,5,3,0,0,1,0,0,0,0,371123.627121566790000,5718042.236677270400000,7.139237778000052,51.598663518000080,1,
05,5,62,020,2019,01,16,5,3,3,6,0,0,1,0,0,0,0,367862.575486412270000,5718351.262801636000000,7.092064919000052,51.600685034000037,0,
05,5,13,000,2019,01,07,5,2,6,4,1,0,1,1,0,0,0,365914.048447888340000,5712505.388248728600000,7.066178604000072,51.547690679000027,1,
05,5,13,000,2019,01,21,5,3,1,6,2,0,1,0,0,0,0,368556.587692186240000,5709937.133382465700000,7.105226212000048,51.525232162000066,0,
05,5,70,004,2019,01,22,4,2,2,7,2,0,1,0,0,0,0,424615.501584188080000,5729106.430826025100000,7.908982740000056,51.707830337000075,1,
05,5,54,004,2019,01,15,4,3,2,2,0,0,1,0,0,0,0,361953.543000000530000,5770040.928999999500000,6.986180577000027,52.063736418000076,0,
05,5,54,012,2019,01,15,4,3,2,6,0,0,1,0,0,0,0,352600.170822019690000,5751772.329638268800000,6.857681776000050,51.897189417000050,0,
05,5,54,012,2019,01,14,4,3,4,2,0,1,0,0,0,0,1,351558.272254073990000,5746058.723859723700000,6.845006489000070,51.845577368000079,0,
05,5,15,000,2019,01,19,4,3,3,6,2,1,0,0,0,0,0,405160.114401451310000,5756934.443669045300000,7.619863259000056,51.955014490000053,0,
05,5,62,014,2019,01,19,4,2,5,3,2,0,1,0,1,0,0,358904.113005383870000,5714748.983159629600000,6.964246262000074,51.566142364000029,0,
05,5,62,020,2019,01,18,4,3,2,6,2,0,1,0,0,0,0,368324.814902436920000,5718236.797539629000000,7.098778211000024,51.599764635000042,0,
05,5,62,020,2019,01,09,4,2,8,1,0,0,1,0,0,0,0,367697.600804371760000,5720954.315466420700000,7.088701736000076,51.624038768000048,1,
05,5,62,032,2019,01,17,4,2,9,1,2,0,1,0,0,0,0,374513.140598041940000,5721513.302634676900000,7.186907171000030,51.630623506000063,0,
05,5,66,028,2019,01,17,4,3,2,6,2,0,1,0,0,0,0,416297.299414657060000,5790406.003985136700000,7.773665658000027,52.257669775000068,0,
05,5,70,032,2019,01,14,3,2,9,1,0,0,1,0,0,0,0,418401.182275407020000,5764704.825709886800000,7.810653286000047,52.026963351000063,1,
05,5,66,076,2019,01,07,3,3,5,3,2,1,1,0,0,0,0,396226.345792436040000,5788363.098664246500000,7.480333556000062,52.235889517000032,1,
05,5,66,084,2019,01,17,3,2,6,2,2,0,1,1,0,0,0,386736.496999999510000,5778632.530000001200000,7.344676014000072,52.146571389000030,1,
05,5,66,084,2019,01,07,3,3,5,2,2,1,1,0,0,0,0,386160.115000001150000,5778968.844000004200000,7.336143456000059,52.149475325000026,1,
05,5,66,012,2019,01,17,3,3,2,6,2,0,1,0,0,0,0,401704.078797223980000,5778083.775696646400000,7.563502919000030,52.144505956000046,1,
05,5,66,012,2019,01,11,3,3,9,7,0,0,1,0,0,0,0,400681.697709786710000,5770642.717131571800000,7.550737486000060,52.077443540000047,1,
05,5,58,032,2019,01,14,3,2,5,3,0,0,1,0,0,0,0,385588.559000000360000,5751528.877000002200000,7.336968276000050,51.902751296000076,1,
05,5,15,000,2019,01,20,3,3,6,2,2,0,1,1,0,0,0,404672.989594315180000,5759321.087325226500000,7.612114161000022,51.976383243000043,1,
05,5,15,000,2019,01,20,3,2,5,3,2,0,1,0,0,0,0,411665.464347521770000,5751946.068667240400000,7.715785125000025,51.911246411000036,1,
05,5,15,000,2019,01,20,3,3,6,2,2,0,1,1,0,0,0,405943.110112403520000,5756807.472815109400000,7.631288861000030,51.954006201000027,1,
05,5,12,000,2019,01,16,3,3,5,3,0,0,1,0,0,0,0,356402.217870285730000,5710074.901072755500000,6.930081050000069,51.523510565000038,1,
05,5,12,000,2019,01,19,3,2,2,6,2,0,1,0,0,0,0,355683.552591266110000,5712236.009620176600000,6.918843327000047,51.542746551000050,1,
05,5,62,032,2019,01,13,3,3,0,7,0,0,0,0,0,0,1,375011.321813319810000,5719507.898923561000000,7.194816771000035,51.612711695000030,1,
05,5,13,000,2019,01,08,3,3,2,6,1,0,1,0,0,0,0,368724.620780055410000,5713226.039035759900000,7.106420360000072,51.554827834000037,1,
05,5,13,000,2019,01,08,3,3,5,3,0,0,1,0,0,0,0,366404.831530295310000,5718561.989922866200000,7.070949031000055,51.602234842000030,1,
05,5,13,000,2019,01,01,3,3,0,3,2,1,1,0,0,0,0,366348.026577463370000,5709622.164004631300000,7.073528205000059,51.521883297000045,1,
05,5,62,024,2019,01,07,3,3,2,6,1,0,1,0,0,0,0,368253.910965185610000,5726585.386569617300000,7.094612562000066,51.674773052000035,1,
05,5,66,016,2019,01,23,3,2,8,1,2,0,1,0,0,0,0,403327.890110199340000,5793959.852759892100000,7.582690096000022,52.287484859000074,1,
05,5,58,044,2019,01,15,3,2,2,6,0,0,1,0,0,1,0,398570.932697547600000,5752074.546449616600000,7.525441606000072,51.910170605000076,1,
05,5,70,048,2019,01,06,2,3,6,4,2,0,1,1,0,0,0,442867.794340277090000,5732356.922670604700000,8.172574981000025,51.739209461000030,0,
05,5,70,004,2019,01,05,2,3,0,3,2,1,0,0,0,0,1,422687.491574062030000,5735955.734612409000000,7.879562945000032,51.769140749000030,1,
05,5,66,028,2019,01,07,2,2,7,4,2,0,1,1,0,0,0,409591.078962176110000,5797208.352810192900000,7.673614831000066,52.317748788000074,1,
05,5,58,024,2019,01,16,2,2,4,6,1,0,1,0,0,0,0,394666.925207094290000,5739497.579352531600000,7.472540065000032,51.796404516000052,1,
05,5,54,016,2019,01,15,2,3,5,2,0,1,1,0,0,0,0,362207.572888074440000,5758480.359978133800000,6.994535034000023,51.959923147000040,1,
05,5,54,012,2019,01,11,2,3,1,6,0,0,1,0,0,1,0,352812.860100992020000,5746459.569307165200000,6.863035532000026,51.849511076000056,0,
05,5,54,048,2019,01,14,2,3,8,1,0,0,1,0,0,0,0,342737.375161943960000,5751014.417898926900000,6.714800173000072,51.887684722000074,1,
05,5,62,008,2019,01,16,2,3,5,3,0,1,1,0,0,0,0,385130.779556752180000,5723292.460586482700000,7.339659207000068,51.648882221000065,1,
05,5,62,004,2019,01,11,2,1,4,1,0,0,1,0,1,0,0,381677.706000000240000,5716025.023000001900000,7.292225241000040,51.582849706000047,1,
05,5,62,016,2019,01,17,2,3,5,2,2,0,1,0,0,0,0,375525.270999999720000,5733852.510000003500000,7.197122324000077,51.741740757000059,1,
05,5,62,016,2019,01,18,2,3,2,7,2,0,0,0,1,0,1,368373.687800900080000,5730971.528341721700000,7.094688856000062,51.714217003000044,1,
05,5,62,032,2019,01,17,2,3,2,6,2,0,1,0,0,0,0,373590.429948536680000,5714765.032083788900000,7.176014710000061,51.569770191000032,1,
05,5,13,000,2019,01,16,2,3,1,6,2,0,1,0,0,0,0,366332.469000000510000,5709660.602000003700000,7.073289511000041,51.522225043000049,1,
05,5,15,000,2019,01,19,2,3,2,6,2,0,1,0,0,0,1,403890.095973975030000,5754747.269114304300000,7.601998939000055,51.935137330000032,1,
05,5,12,000,2019,01,07,2,3,3,6,1,0,1,0,0,0,0,356505.075524192300000,5707833.621348209700000,6.932474978000073,51.503396915000053,1,
05,5,62,004,2019,01,06,2,3,2,6,2,0,0,0,0,1,0,385228.725666209120000,5717168.678898816900000,7.343080583000074,51.593863064000061,0,
05,5,70,020,2019,01,01,1,2,8,1,2,0,1,0,0,0,0,438062.980352405460000,5746593.365152608600000,8.100453640000069,51.866686841000046,1,
05,5,70,020,2019,01,16,1,3,8,1,1,0,0,0,1,0,0,433528.416423176420000,5747531.145466253200000,8.034424815000023,51.874595477000071,1,
05,5,70,040,2019,01,09,1,2,8,1,0,0,1,0,0,0,0,412915.368761178110000,5743445.390681223900000,7.736095835000072,51.835030988000028,1,
05,5,70,004,2019,01,20,1,1,6,4,2,0,1,1,0,0,0,426776.568352773790000,5740560.953108444800000,7.937839744000030,51.811090253000032,1,
05,5,70,012,2019,01,18,1,3,4,2,1,0,1,0,0,0,0,439924.522215629000000,5753405.653756789900000,8.126299262000032,51.928133381000066,1,
05,5,66,028,2019,01,17,1,3,9,7,2,0,1,0,0,0,0,411151.879031469110000,5789460.559552781300000,7.698548971000037,52.248364925000033,1,
05,5,66,016,2019,01,17,1,3,5,2,2,1,1,0,0,0,0,402997.785287747160000,5792415.983939450200000,7.578296254000065,52.273550771000032,1,
05,5,15,000,2019,01,14,1,3,2,6,0,0,1,0,0,0,0,401845.053947218690000,5755359.935216773300000,7.572087080000074,51.940287192000028,1,
05,5,15,000,2019,01,00,1,2,5,3,2,1,1,0,0,0,0,406305.766868651840000,5756678.901332071100000,7.636599663000027,51.952911756000049,1,
05,5,62,032,2019,01,19,1,3,1,5,2,0,1,0,0,0,0,373905.316284062340000,5719870.827521404300000,7.178721058000065,51.615726700000039,1,
05,5,62,032,2019,01,01,1,3,8,1,2,0,1,0,0,0,0,376807.102430666800000,5721610.247361095600000,7.219999906000055,51.632001747000061,1,
05,5,13,000,2019,01,20,1,2,0,4,2,0,1,1,0,0,0,364209.964628214950000,5712653.416624398900000,7.041560096000069,51.548613427000078,1,
05,5,13,000,2019,01,13,1,3,5,3,0,1,1,0,0,0,0,366652.480000000450000,5718962.446000002300000,7.074370506000037,51.605892225000048,1,
05,5,15,000,2019,01,13,6,3,5,2,0,1,1,0,0,0,0,400561.828999999910000,5756756.569000002000000,7.553021717000036,51.952612525000063,1,
05,5,62,008,2019,01,07,6,3,2,2,1,0,1,0,0,0,0,385943.029000497420000,5725800.911841431600000,7.350575806000052,51.671592925000027,1,
05,5,62,008,2019,01,12,6,2,8,7,0,0,1,0,0,0,0,384832.378183606080000,5722589.723518213300000,7.335579368000026,51.642505182000036,1,
05,5,54,068,2019,01,14,6,3,5,3,0,0,1,0,0,0,0,350621.129063963890000,5765974.088178172700000,6.822764857000038,52.024258766000059,1,
05,5,66,012,2019,01,13,6,2,2,6,0,0,1,0,0,1,0,406182.125685956330000,5769931.916551763200000,7.631170202000021,52.072014023000065,1,
05,5,70,004,2019,01,07,5,3,5,3,2,1,1,0,0,0,0,423851.388472524470000,5734477.698622422300000,7.896751040000027,51.756013251000070,1,
05,5,70,004,2019,01,22,5,3,0,1,2,0,1,0,0,0,0,425457.873000000600000,5741411.418000001500000,7.918531718000054,51.818561322000050,1,
05,5,66,056,2019,01,18,5,2,5,3,2,0,1,0,0,0,0,416861.843785689210000,5798951.929363401600000,7.779825379000044,52.334570156000041,1,
05,5,66,076,2019,01,13,5,3,5,3,0,1,1,0,0,0,0,393556.817316284400000,5794085.726796921300000,7.439451609000059,52.286810416000037,0,
05,5,66,012,2019,01,08,5,3,5,3,1,1,1,0,0,0,0,405787.809000000360000,5773418.666999999400000,7.624455334000061,52.103286805000039,1,
05,5,58,028,2019,01,16,5,2,5,3,1,0,1,0,1,0,0,399134.532699015920000,5733059.375095034000000,7.539172223000037,51.739359047000050,0,
05,5,58,012,2019,01,13,5,3,7,7,0,0,1,0,0,0,0,373314.402015976610000,5759327.103379836300000,7.155779740000071,51.970173821000060,0,
05,5,54,024,2019,01,17,5,2,4,6,2,0,1,0,0,0,0,366249.863352191630000,5772648.670974832000000,7.047793037000076,52.088222535000057,0,
05,5,54,056,2019,01,13,5,3,5,3,0,0,1,0,0,0,1,359893.799623077740000,5764221.934285558800000,6.958537545000070,52.010934608000071,0,
05,5,15,000,2019,01,01,5,3,0,1,2,1,0,0,0,0,0,406307.062635663900000,5757679.488121770300000,7.636345630000051,51.961905724000076,0,
05,5,62,024,2019,01,05,5,3,5,3,2,0,1,0,1,0,0,364933.135619412180000,5721722.108210135300000,7.048493641000050,51.630281692000040,1,
05,5,62,020,2019,01,15,5,3,5,3,0,0,1,0,0,0,0,371224.226759193470000,5720010.033516285900000,7.139966687000026,51.616370766000045,0,
05,5,62,032,2019,01,13,5,3,5,3,0,1,1,0,0,0,0,377706.159542392010000,5717448.091123785800000,7.234435907000034,51.594791454000074,0,
05,5,62,032,2019,01,15,5,3,5,3,0,1,1,1,0,0,0,374948.463740468030000,5719551.868842208800000,7.193893724000077,51.613092897000058,0,
05,5,13,000,2019,01,09,5,3,0,6,0,0,1,0,0,0,0,363924.010000000710000,5715706.650000002200000,7.036256603000027,51.575981961000082,0,
05,5,66,092,2019,01,20,5,3,0,3,2,0,1,0,0,0,0,421734.675933081660000,5790680.403208233400000,7.853247533000058,52.260936759000060,1,
05,5,66,028,2019,01,14,4,3,2,6,0,0,1,0,0,0,0,412034.173628667370000,5790390.676910407800000,7.711227001000054,52.256866838000064,0,
05,5,66,076,2019,01,11,4,3,2,6,0,0,1,0,0,0,0,391441.957556092180000,5789479.053413115400000,7.409940845000051,52.244996168000057,1,
05,5,66,068,2019,01,06,4,2,4,6,2,0,1,0,0,0,1,380033.496491271070000,5782479.108018547300000,7.245401941000068,52.179723452000076,2,
05,5,66,008,2019,01,14,4,3,2,6,0,0,1,0,0,0,0,397924.415028584190000,5780579.731970820600000,7.507536606000031,52.166253243000028,0,
05,5,58,040,2019,01,05,4,2,4,1,2,0,1,0,0,0,1,378158.650081849660000,5764808.424502771300000,7.224314174000028,52.020515534000026,2,
05,5,58,016,2019,01,10,4,3,4,2,0,1,1,0,0,0,0,387419.969082060270000,5747265.743794925500000,7.364968015000045,51.864809582000078,1,
05,5,54,052,2019,01,07,4,2,8,1,2,0,1,0,0,0,0,378962.243725041860000,5768758.024231750500000,7.234621500000060,52.056185019000054,2,
05,5,15,000,2019,01,20,4,3,3,6,2,1,0,0,0,0,0,406077.491536684330000,5756742.159873986600000,7.633261623000067,51.953441849000058,0,
05,5,15,000,2019,01,18,4,3,2,6,2,0,1,0,0,0,0,408199.781000000420000,5754183.669999999900000,7.664818571000069,51.930798974000027,0,
05,5,15,000,2019,01,17,4,2,4,7,2,0,1,0,0,0,0,410686.894977143030000,5755398.734890408800000,7.700666523000052,51.942125537000038,0,
05,5,15,000,2019,01,13,4,2,0,1,0,1,0,0,0,0,0,401821.228848671540000,5760893.502304786800000,7.570158515000060,51.990019868000047,0,
05,5,15,000,2019,01,07,4,2,5,3,2,0,1,0,1,0,0,405551.033212548120000,5756695.042609032200000,7.625616051000066,51.952929179000080,1,
05,5,15,000,2019,01,19,4,3,0,7,2,0,1,0,0,0,1,407185.393734207380000,5760909.694157291200000,7.648251780000066,51.991087728000082,1,
05,5,62,004,2019,01,15,4,3,5,3,0,0,1,0,0,0,0,383414.420832680540000,5710683.653156381100000,7.319051184000045,51.535204717000056,0,
05,5,62,012,2019,01,19,4,3,5,3,2,1,1,0,0,0,0,359101.855771866630000,5726556.689161393800000,6.962349139000025,51.672294271000055,0,
05,5,54,008,2019,01,06,6,3,5,3,2,1,1,0,0,0,0,332449.963123086840000,5742788.187418516700000,6.569439848000059,51.810791269000049,1,
05,5,70,048,2019,01,17,6,2,8,1,2,0,1,0,0,0,0,449848.319583609700000,5729371.586772548000000,8.274092055000040,51.713037546000066,1,
05,5,70,008,2019,01,23,6,2,8,1,2,0,1,0,0,0,0,432767.337908706630000,5741234.725230872600000,8.024595339000030,51.817900125000051,1,
05,5,70,032,2019,01,16,6,3,9,1,1,0,1,0,0,0,0,415567.389385161920000,5772592.724146550500000,7.767408905000025,52.097441847000027,1,
05,5,66,048,2019,01,17,6,3,8,1,2,0,1,0,0,0,0,426514.457139158620000,5795038.723645225200000,7.922317531000033,52.300772784000060,1,
05,5,66,084,2019,01,13,6,3,5,3,0,1,1,0,0,0,0,385238.591000000950000,5777667.384999999800000,7.323120379000045,52.137588543000049,1,
05,5,54,016,2019,01,13,6,2,5,3,0,0,1,0,0,0,0,361173.294000001620000,5759125.059999998700000,6.979231383000069,51.965458789000081,1,
05,5,62,024,2019,01,14,6,3,5,3,0,0,1,0,1,0,0,370616.903163635170000,5725231.905809138000000,7.129268945000035,51.663159007000047,1,
05,5,54,004,2019,01,07,2,3,1,6,1,0,1,0,0,0,0,365287.709306906910000,5773307.007121980200000,7.033498283000029,52.093904695000049,1,
05,5,54,032,2019,01,07,2,3,5,2,2,1,1,0,0,0,0,324249.262560992500000,5744224.424849249400000,6.449872159000051,51.821174306000046,1,
05,5,15,000,2019,01,07,2,3,0,1,1,1,0,0,0,0,0,401204.257600331680000,5764140.955350289100000,7.560239769000020,52.019098938000070,1,
05,5,15,000,2019,01,07,2,3,2,6,2,0,1,0,0,0,0,401623.983475673940000,5749145.586523486300000,7.570646967000073,51.884391785000048,1,
05,5,15,000,2019,01,06,2,3,6,2,2,0,1,1,0,0,0,404403.946328249760000,5755372.752421826100000,7.609297097000024,51.940847933000043,1,
05,5,62,016,2019,01,10,2,3,0,1,0,0,0,0,1,0,0,374828.221452340480000,5732806.330828541900000,7.187408082000047,51.732183629000076,1,
05,5,62,012,2019,01,10,2,2,6,2,0,0,1,1,0,0,0,357347.257250816560000,5727473.079114694100000,6.936617653000042,51.680085817000077,1,
05,5,12,000,2019,01,08,2,3,2,6,1,0,1,0,0,0,1,358253.932251891120000,5709787.758198753000000,6.956870096000046,51.521398078000061,1,
05,5,62,032,2019,01,20,2,3,5,3,2,0,1,0,0,0,0,375999.289000001740000,5720934.409000001800000,7.208573352000030,51.625750428000060,1,
05,5,13,000,2019,01,13,2,3,5,3,0,0,1,0,1,0,0,369055.431999999100000,5708133.600000001500000,7.113082991000056,51.509140021000064,1,
05,5,13,000,2019,01,18,3,2,3,7,2,0,1,0,0,0,0,370711.691000000570000,5715235.260000003500000,7.134327292000023,51.573343316000035,0,
05,5,58,004,2019,01,04,3,2,2,6,2,0,1,0,0,0,0,405018.788287048230000,5740979.380037626300000,7.622199473000023,51.811577842000077,0,
05,5,62,012,2019,01,02,2,3,8,1,2,0,1,0,0,0,1,360272.492144236340000,5740112.841683175400000,6.973825410000075,51.794398929000067,1,
05,5,58,032,2019,01,10,2,2,8,1,0,0,1,0,0,0,0,388179.451739220880000,5750394.655587995400000,7.374979632000077,51.893083498000067,1,
05,5,70,032,2019,01,17,1,3,6,4,2,0,0,1,0,0,1,420686.950641289350000,5767948.383359640800000,7.843209620000039,52.056451448000075,1,
05,5,54,020,2019,01,15,1,2,5,2,0,1,1,0,0,0,0,366010.060499350540000,5783323.744701532600000,7.040088344000026,52.184085372000027,1,
05,5,15,000,2019,01,21,1,3,1,6,2,0,1,0,0,0,0,403700.193000000900000,5759585.671000000100000,7.597881321000045,51.978593667000041,1,
05,5,15,000,2019,01,14,1,2,0,7,0,0,1,1,0,0,0,406330.091000000010000,5756430.870999999300000,7.637021114000049,51.950686436000069,1,
05,5,62,012,2019,01,18,1,3,2,6,2,0,1,0,0,0,0,359433.117827167730000,5726183.906759485600000,6.967286556000033,51.669027505000031,0,
05,5,12,000,2019,01,08,1,2,5,2,1,0,1,0,0,0,0,356533.665462659670000,5709470.876702530300000,6.932220420000022,51.518116308000060,1,
05,5,13,000,2019,01,14,1,3,1,6,0,0,1,0,0,0,0,365480.263893724420000,5714338.795601354900000,7.059224977000042,51.564063316000045,1,
05,5,13,000,2019,01,06,1,3,4,6,2,0,1,0,0,0,0,366915.192616107870000,5716140.868052560800000,7.079232091000051,51.580598196000039,1,
05,5,62,014,2019,01,04,1,2,8,1,2,0,1,0,0,0,0,357243.694839394650000,5717209.371091717900000,6.939306064000050,51.587833016000047,1,
05,5,70,028,2019,01,11,7,2,5,3,0,0,1,0,0,0,0,440120.139645525250000,5740233.438569610900000,8.131428083000060,51.809734624000043,1,
05,5,66,024,2019,01,23,7,2,9,1,2,0,1,0,0,0,0,381529.125550534580000,5775828.256062660400000,7.269585036000024,52.120277991000080,1,
05,5,58,036,2019,01,14,7,3,8,1,0,0,0,0,0,0,1,389495.055490722880000,5730354.129075385600000,7.400478994000025,51.713226852000048,1,
